catalog_id,catalog_name,city,source_department,resource_type,service_id,service_name,service_desc,context,input_param,output_param,update_time_ms,status
39df846dd67b480083ecd45b081356b2,威海市排污许可证清单信息,威海,威海市生态环境局,api,3621c256948648fb92b824393c439c49,排污许可证数据量查询服务,排污许可证数据量查询服务,/cataLog_39df846dd67b480083ecd45b081356b2/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
39df846dd67b480083ecd45b081356b2,威海市排污许可证清单信息,威海,威海市生态环境局,api,8a9ade5f762e46f9b4cbc7fa986447cf,排污许可证分页查询服务,排污许可证分页查询服务,/cataLog_39df846dd67b480083ecd45b081356b2/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
2e27984eae3d42afa31260805a390717,威海市地表水水质（饮用水水源地水质）月报信息,威海,威海市生态环境局,api,454eb4b139414758bcfb4eb3a62cc8cc,地表水水质月报（饮用水水源地水质）数据量查询服务,地表水水质月报（饮用水水源地水质）数据量查询服务,/cataLog_2e27984eae3d42afa31260805a390717/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
2e27984eae3d42afa31260805a390717,威海市地表水水质（饮用水水源地水质）月报信息,威海,威海市生态环境局,api,48040bad9dc945479f8858ba57cf1259,地表水水质月报（饮用水水源地水质）分页查询服务,地表水水质月报（饮用水水源地水质）分页查询服务,/cataLog_2e27984eae3d42afa31260805a390717/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
eb42748c96f84d06aeba0a458df582bf,新材料行业管理信息,威海,威海市工业和信息化局,api,36c26b922b814fdd88087daed8efffa7,威海市新材料行业管理数据量查询服务,威海市新材料行业管理数据量查询服务,/cataLog_eb42748c96f84d06aeba0a458df582bf/get_data_count,[],[],1683253316000,4
eb42748c96f84d06aeba0a458df582bf,新材料行业管理信息,威海,威海市工业和信息化局,api,9d47b3886f8c48ba94d93dd7d04c8e91,威海市新材料行业管理分页查询服务,威海市新材料行业管理分页查询服务,/cataLog_eb42748c96f84d06aeba0a458df582bf/get_datalist_page,"[{""name"":""PAGENUM"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""PAGE"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
e405dc8eb334486fab5483738f202280,威海市高新技术企业信息,威海,威海市科学技术局,api,21a4bfe3598548b3a93346fbb83ad872,威海市高新技术企业名单数据量查询服务,威海市高新技术企业名单数据量查询服务,/cataLog_e405dc8eb334486fab5483738f202280/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
e405dc8eb334486fab5483738f202280,威海市高新技术企业信息,威海,威海市科学技术局,api,c0adf62e2a164e298f1876ea6a018161,威海市高新技术企业名单分页查询服务,威海市高新技术企业名单分页查询服务,/cataLog_e405dc8eb334486fab5483738f202280/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
e405dc8eb334486fab5483738f202280,威海市高新技术企业信息,威海,威海市科学技术局,api,e3df2454725c429983e401603aa1c9c6,威海市高新技术企业信息查询,威海市高新技术企业信息查询,/whsgxjsqyxxcx,"[{""name"":""name"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""名称"",""value"":""名称""}]","[{""column_name_en"":""qymc""},{""column_name_en"":""gxjsqyrdzsbh""},{""column_name_en"":""ssqs""},{""column_name_en"":""tyshxydm""},{""column_name_en"":""gxjsly""},{""column_name_en"":""zsyxq""},{""column_name_en"":""rdnd""}]",1671680453000,4
6151ae21a8b748ca8f05be3b9be1ea91,高新技术企业认定,德州,德州市科学技术局,api,d629272ea51a4593a5618a79869024c6,高新技术企业认定_模糊查询,高新技术企业认定,/cataLog_6151ae21a8b748ca8f05be3b9be1ea91/QYMC,"[{""name"":""QYMC"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""企业名称。比如：德州远景信息科技有限公司，支持模糊查询%远景%"",""value"":""""}]","[{""column_name_en"":""BZRQ"",""column_name_cn"":""undefined""},{""column_name_en"":""XH"",""column_name_cn"":""undefined""},{""column_name_en"":""ZCDZ"",""column_name_cn"":""undefined""},{""column_name_en"":""BZJG"",""column_name_cn"":""undefined""},{""column_name_en"":""PZWH"",""column_name_cn"":""undefined""},{""column_name_en"":""ZSBH"",""column_name_cn"":""undefined""},{""column_name_en"":""QYMC"",""column_name_cn"":""undefined""}]",1648457979000,4
d45e0888ed354d06a883d5c0ad9984fa,烟台招远市国家科技型中小企业名单信息,烟台,烟台市招远市,api,51ca83f041264534a30dba0077769d03,开放接口_招远市国家科技型中小企业名单信息,招远市国家科技型中小企业名单信息,/kfqxjk0948,"[{""name"":""qymc"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""qymc"",""value"":""""}]","[{""column_name_en"":""QYMC"",""column_name_cn"":""undefined""},{""column_name_en"":""ND"",""column_name_cn"":""undefined""},{""column_name_en"":""S_LAST_UPDATETIME"",""column_name_cn"":""undefined""},{""column_name_en"":""QYZCD"",""column_name_cn"":""undefined""},{""column_name_en"":""I_ID"",""column_name_cn"":""undefined""},{""column_name_en"":""PZJG"",""column_name_cn"":""undefined""},{""column_name_en"":""S_CREATETIME"",""column_name_cn"":""undefined""}]",1768966214000,4
20201217134833315800,烟台栖霞市先进制造技术合同登记信息,烟台,烟台市栖霞市,api,7b98bcbc4e7c44efb299c2d418be2b0f,开放接口_栖霞市先进制造技术合同登记清单信息,栖霞市先进制造技术合同登记清单信息,/qxsxjzzjshtdjqdxxx,"[{""name"":""XMMC"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""XMMC"",""value"":""""}]","[{""column_name_en"":""HTLX"",""column_name_cn"":""undefined""},{""column_name_en"":""MF"",""column_name_cn"":""undefined""},{""column_name_en"":""XMMC"",""column_name_cn"":""undefined""},{""column_name_en"":""HTBH"",""column_name_cn"":""undefined""},{""column_name_en"":""MFMC"",""column_name_cn"":""undefined""}]",1770792882000,4
17836b0064884321accd9382b9b111ec,威海市市级技术创新中心立项信息,威海,威海市科学技术局,api,acf4578b23014288892ffeb016f6f699,威海市市级技术创新中心名单数据量查询服务,威海市市级技术创新中心名单数据量查询服务,/cataLog_17836b0064884321accd9382b9b111ec/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
17836b0064884321accd9382b9b111ec,威海市市级技术创新中心立项信息,威海,威海市科学技术局,api,ce6821e2586548f58b37bb65d1cc6085,威海市市级技术创新中心名单分页查询服务,威海市市级技术创新中心名单分页查询服务,/cataLog_17836b0064884321accd9382b9b111ec/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
03303c5ebf704f58af51e6c5cd278b0a,威海市省级技术创新中心统计信息,威海,威海市科学技术局,api,88db255003794363a4e00c2d11c490a4,省级技术创新中心名单数据量查询服务,省级技术创新中心名单数据量查询服务,/cataLog_03303c5ebf704f58af51e6c5cd278b0a/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
03303c5ebf704f58af51e6c5cd278b0a,威海市省级技术创新中心统计信息,威海,威海市科学技术局,api,f461e27376d9421ca8f78d1a319f225b,省级技术创新中心名单分页查询服务,省级技术创新中心名单分页查询服务,/cataLog_03303c5ebf704f58af51e6c5cd278b0a/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
4b71b20246054031a0da6a071af520f4,市级工业设计中心名单信息,威海,威海市工业和信息化局,api,1d4e9414ee324841a76bae9f81da946a,威海市级工业设计中心数据量查询服务,威海市级工业设计中心数据量查询服务,/cataLog_4b71b20246054031a0da6a071af520f4/get_data_count,[],[],1683253316000,4
4b71b20246054031a0da6a071af520f4,市级工业设计中心名单信息,威海,威海市工业和信息化局,api,7a31c594d3ee4817b9c9723ced18b11e,威海市级工业设计中心分页查询服务,威海市级工业设计中心分页查询服务,/cataLog_4b71b20246054031a0da6a071af520f4/get_datalist_page,"[{""name"":""PAGENUM"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""PAGE"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
93dc7d61fde54d09aa119bebe236ab13,烟台市国家级、省级工业设计中心名录,烟台,烟台市工业和信息化局,api,1f820d26664e4b2d86c49dad0dc895d1,开放接口_烟台市国家级、省级工业设计中心名录,烟台市国家级、省级工业设计中心名录,/kfsjjk162,"[{""name"":""QYMC"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""QYMC"",""value"":""""}]","[{""column_name_en"":""ND"",""column_name_cn"":""undefined""},{""column_name_en"":""XH"",""column_name_cn"":""undefined""},{""column_name_en"":""S_CREATETIME"",""column_name_cn"":""undefined""},{""column_name_en"":""I_ID"",""column_name_cn"":""undefined""},{""column_name_en"":""QYMC"",""column_name_cn"":""undefined""},{""column_name_en"":""PC"",""column_name_cn"":""undefined""},{""column_name_en"":""JB"",""column_name_cn"":""undefined""},{""column_name_en"":""TYXYDM"",""column_name_cn"":""undefined""},{""column_name_en"":""S_LAST_UPDATETIME"",""column_name_cn"":""undefined""}]",1772002153000,4
8eaf3908d70d49238beb5fd35a718385,实验室检验能力信息,德州,德州市禹城市,api,23bc356bfc3748f78bf206213e7af306,实验室检验能力信息分页查询服务,实验室检验能力信息分页查询服务,/cataLog_8eaf3908d70d49238beb5fd35a718385/get_datalist_page,"[{""name"":""PAGENUM"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""PAGE"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457980000,4
8eaf3908d70d49238beb5fd35a718385,实验室检验能力信息,德州,德州市禹城市,api,648cd1628e2a4bcfacdab5cfed2cf178,实验室检验能力信息数据量查询服务,实验室检验能力信息数据量查询服务,/cataLog_8eaf3908d70d49238beb5fd35a718385/get_data_count,[],[],1648457980000,4
79fff75fd64143dd80c14fb2c0d91823,荣成市科技局_科技创新券（检验检测服务类）兑换信息,威海,荣成市,api,09db63f3df164203a279385a1ef875ac,科技创新券（检验检测服务类）兑换信息分页查询服务,科技创新券（检验检测服务类）兑换信息分页查询服务,/cataLog_79fff75fd64143dd80c14fb2c0d91823/get_datalist_page,"[{""name"":""PAGENUM"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""PAGE"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457980000,4
79fff75fd64143dd80c14fb2c0d91823,荣成市科技局_科技创新券（检验检测服务类）兑换信息,威海,荣成市,api,529f5f42c24a4e0da41cb68ce152e248,科技创新券（检验检测服务类）兑换信息数据量查询服务,科技创新券（检验检测服务类）兑换信息数据量查询服务,/cataLog_79fff75fd64143dd80c14fb2c0d91823/get_data_count,[],[],1683253316000,4
c18d83dd235244948b04893137bf12e4,知识产权“贯标”企业信息,威海,威海市市场监督管理局,api,99188c6cb4b74e3397c12e215a7d0182,知识产权“贯标”企业信息数据量查询服务,知识产权“贯标”企业信息数据量查询服务,/cataLog_c18d83dd235244948b04893137bf12e4/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
c18d83dd235244948b04893137bf12e4,知识产权“贯标”企业信息,威海,威海市市场监督管理局,api,c1a4d16d3d8e4938941287381d745aff,知识产权“贯标”企业信息分页查询服务,知识产权“贯标”企业信息分页查询服务,/cataLog_c18d83dd235244948b04893137bf12e4/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
87df4a5fdec549c08d0ffa3e3feccbc8,威海市建筑节能技术产品应用认定信息_,威海,威海市住房和城乡建设局,api,01f2a0db8e064663841499f4a0ae9e74,威海市建筑节能技术产品应用认定信息_分页查询服务,威海市建筑节能技术产品应用认定信息_分页查询服务,/cataLog_87df4a5fdec549c08d0ffa3e3feccbc8/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
87df4a5fdec549c08d0ffa3e3feccbc8,威海市建筑节能技术产品应用认定信息_,威海,威海市住房和城乡建设局,api,c3a381406657484bab3bcb09e9d3fd18,威海市建筑节能技术产品应用认定信息_数据量查询服务,威海市建筑节能技术产品应用认定信息_数据量查询服务,/cataLog_87df4a5fdec549c08d0ffa3e3feccbc8/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
8d547b502f8741859923113e4384b81c,威海市省级重点实验室统计信息,威海,威海市科学技术局,api,7c839d8827a740bdbf21c47f02bbcb9f,省级重点实验室名单分页查询服务,省级重点实验室名单分页查询服务,/cataLog_8d547b502f8741859923113e4384b81c/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
8d547b502f8741859923113e4384b81c,威海市省级重点实验室统计信息,威海,威海市科学技术局,api,bfbfcdcb29a54387992e5251d74d8181,省级重点实验室名单数据量查询服务,省级重点实验室名单数据量查询服务,/cataLog_8d547b502f8741859923113e4384b81c/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
fcaa9ba91b6644c8b2b26ffd286183ba,威海市市级重点实验室立项信息,威海,威海市科学技术局,api,41c7bf0598f143f8b70517c6a5346ca3,威海市市级重点实验室名单数据量查询服务,威海市市级重点实验室名单数据量查询服务,/cataLog_fcaa9ba91b6644c8b2b26ffd286183ba/get_data_count,[],"[{""name"":""COUNT"",""desc"":""数据量""}]",1648457979000,4
fcaa9ba91b6644c8b2b26ffd286183ba,威海市市级重点实验室立项信息,威海,威海市科学技术局,api,5fe97ad66a7c43a9aa58e9d10069f81a,威海市市级重点实验室名单分页查询服务,威海市市级重点实验室名单分页查询服务,/cataLog_fcaa9ba91b6644c8b2b26ffd286183ba/get_datalist_page,"[{""name"":""SIZE"",""position"":""query"",""desc"":"""",""value"":""10"",""type"":""number"",""status"":""required""},{""name"":""START"",""position"":""query"",""desc"":"""",""value"":""1"",""type"":""number"",""status"":""required""}]",[],1648457979000,4
33b510ce990e475eb97dbf33ecce0b9f,烟台市重点实验室名单信息,烟台,烟台市科学技术局,api,2bede750aca34507915dcfc2db2fd45e,开放接口_重点实验室名单信息_烟台市重点实验室申报系统,重点实验室名单信息_烟台市重点实验室申报系统,/kfsjjk104,"[{""name"":""jsytdw"",""type"":""string"",""status"":""required"",""position"":""query"",""description"":""jsytdw"",""value"":""""}]","[{""column_name_en"":""i_date"",""column_name_cn"":""undefined""},{""column_name_en"":""timestp"",""column_name_cn"":""undefined""},{""column_name_en"":""i_type"",""column_name_cn"":""undefined""},{""column_name_en"":""jsytdw"",""column_name_cn"":""undefined""},{""column_name_en"":""i_flag"",""column_name_cn"":""undefined""},{""column_name_en"":""sysmc"",""column_name_cn"":""undefined""},{""column_name_en"":""i_time"",""column_name_cn"":""undefined""},{""column_name_en"":""nf"",""column_name_cn"":""undefined""},{""column_name_en"":""i_id"",""column_name_cn"":""undefined""},{""column_name_en"":""id"",""column_name_cn"":""undefined""}]",1767920946000,4
